Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,Card_Type,Card_Age,Authentication_Method,Risk_Score,Is_Weekend,Transaction_Month,Transaction_Day,Transaction_Hour,Transaction_DayOfWeek,Failed_Transaction_Rate,Transaction_Ratio
Bank Transfer,99962.86,Laptop,New York,Groceries,Visa,213.0,Biometric,0.8983,1,7,2,11,6,1.5,2.3595323156869115
Bank Transfer,24488.54,Laptop,New York,Electronics,Visa,147.0,OTP,0.8441,1,3,11,0,5,0.0,1.451985999086897
POS,84388.49,Laptop,London,Clothing,Discover,194.0,Password,0.1267,1,4,22,20,5,0.3333333333333333,0.6432894569771871
POS,66682.1,Laptop,Tokyo,Groceries,Discover,118.0,OTP,0.8703,0,1,11,13,2,1.0,1.3687819306265125
POS,89186.36,Tablet,New York,Groceries,Amex,64.0,OTP,0.5251,0,11,21,17,1,0.21428571428571427,0.4829524772497472
Online,41486.98,Mobile,New York,Restaurants,Mastercard,175.0,Biometric,0.6958,0,1,18,20,2,1.0,1.474032459425718
Online,78144.9,Tablet,London,Clothing,Discover,217.0,Biometric,0.5435,0,11,21,3,1,2.0,0.3096524918930107
Online,55696.48,Laptop,London,Restaurants,Discover,1.0,Biometric,0.3733,0,4,13,15,3,0.2727272727272727,1.0916767189384802
Bank Transfer,44960.28,Laptop,New York,Restaurants,Amex,167.0,PIN,0.6567,0,8,18,11,4,0.36363636363636365,0.370390894752547
Online,62859.35,Mobile,Tokyo,Restaurants,Amex,187.0,Biometric,0.1457,0,8,1,15,1,0.18181818181818182,0.5595079787234043
Online,83765.6,Tablet,Tokyo,Clothing,Visa,238.0,OTP,0.8238,1,3,19,13,6,0.5,0.01578497403924349
ATM Withdrawal,9210.65,Mobile,Sydney,Groceries,Mastercard,80.0,Password,0.8625,0,3,23,19,3,0.0,0.49210780084251127
ATM Withdrawal,8384.77,Mobile,Mumbai,Travel,Visa,185.0,Password,0.8971,0,12,15,10,4,0.4444444444444444,0.26627381115526927
POS,91978.68,Laptop,Sydney,Electronics,Mastercard,201.0,Biometric,0.5965,1,8,20,15,6,0.42857142857142855,0.18728047231148642
Bank Transfer,16454.16,Tablet,London,Groceries,Mastercard,191.0,Password,0.566,0,1,26,10,3,0.0,0.19068248237923327
Bank Transfer,59790.66,Mobile,Mumbai,Electronics,Discover,139.0,Biometric,0.3533,0,7,24,18,0,0.2727272727272727,0.4695704057279237
Online,87219.76,Laptop,New York,Restaurants,Mastercard,162.0,Biometric,0.3605,0,1,2,5,0,2.0,0.16460442444694415
ATM Withdrawal,28055.43,Mobile,Sydney,Restaurants,Discover,83.0,Password,0.9542,1,9,24,4,6,0.6666666666666666,0.6836833379386571
Bank Transfer,26077.16,Mobile,London,Groceries,Discover,194.0,PIN,0.7806,1,12,30,12,5,0.5714285714285714,1.729473847586528
POS,67763.28,Mobile,New York,Clothing,Mastercard,16.0,OTP,0.485,1,11,26,10,6,0.16666666666666666,0.2685683700135386
Bank Transfer,48729.61,Tablet,New York,Travel,Mastercard,36.0,OTP,0.4378,0,9,11,16,0,0.0,1.9676776306421755
Bank Transfer,11468.26,Tablet,New York,Electronics,Visa,112.0,Password,0.5248,0,2,22,13,2,0.0,0.24574744846908145
Bank Transfer,21819.4,Mobile,New York,Clothing,Discover,8.0,OTP,0.3678,1,2,26,2,6,0.6,0.43721619271521045
Online,84658.78,Tablet,Tokyo,Travel,Discover,114.0,PIN,0.9015,0,4,5,2,2,0.21428571428571427,0.038395071004583364
POS,41355.2,Tablet,Tokyo,Travel,Mastercard,155.0,Biometric,0.2608,0,1,26,11,3,0.0,0.10548117154811716
Bank Transfer,73247.95,Tablet,Tokyo,Clothing,Amex,23.0,OTP,0.7526,0,11,22,5,2,0.1111111111111111,0.09560241338558188
ATM Withdrawal,4830.94,Tablet,Mumbai,Travel,Visa,185.0,OTP,0.0261,1,10,22,20,6,0.21428571428571427,0.24650397587057857
Online,84505.56,Laptop,London,Groceries,Amex,30.0,PIN,0.1565,0,1,10,6,1,0.5,0.5474712226955497
Bank Transfer,30416.16,Laptop,Tokyo,Restaurants,Mastercard,112.0,Biometric,0.9423,0,10,30,22,0,0.2857142857142857,0.45038032902883424
POS,15101.62,Laptop,London,Electronics,Visa,176.0,Password,0.4512,0,9,20,5,2,0.0,0.11111111111111112
POS,53050.64,Mobile,New York,Restaurants,Mastercard,185.0,Biometric,0.0725,0,7,14,22,4,0.2857142857142857,0.24004311506332524
Bank Transfer,745.85,Tablet,London,Groceries,Mastercard,16.0,PIN,0.3265,0,10,31,0,1,1.3333333333333333,0.4387387387387387
Bank Transfer,17559.46,Tablet,Tokyo,Clothing,Mastercard,223.0,OTP,0.1106,0,3,3,14,4,0.2727272727272727,19.256888168557538
ATM Withdrawal,19831.12,Tablet,Mumbai,Restaurants,Discover,186.0,Password,0.552,1,12,31,7,6,0.14285714285714285,0.4479420372909802
Bank Transfer,5658.55,Mobile,Sydney,Travel,Amex,147.0,PIN,0.3703,0,8,11,11,5,0.2222222222222222,0.4290513833992095
ATM Withdrawal,75504.14,Laptop,London,Groceries,Visa,225.0,Password,0.7797,1,4,22,22,5,0.2,1.4525441151276342
POS,68671.19,Mobile,London,Groceries,Visa,51.0,OTP,0.0894,0,1,18,17,2,3.0,0.6666760302255682
POS,68194.58,Mobile,Tokyo,Travel,Visa,216.0,OTP,0.8332,1,2,5,21,6,1.0,0.5997846650772898
ATM Withdrawal,24869.92,Mobile,Mumbai,Groceries,Amex,232.0,OTP,0.0553,0,4,13,2,3,1.0,0.08785448680614667
Online,96293.66,Tablet,unknown,Travel,Amex,185.0,OTP,0.2257,1,10,1,19,6,0.07142857142857142,0.4356255576144396
ATM Withdrawal,29061.15,Tablet,Sydney,Clothing,Discover,170.0,Biometric,0.1607,0,10,18,8,2,0.09090909090909091,0.5887824420832607
POS,77897.13,Mobile,London,Travel,Amex,84.0,Biometric,0.0489,1,4,1,11,5,0.0,0.11602477981788327
ATM Withdrawal,83314.16,Laptop,Tokyo,Electronics,Visa,114.0,PIN,0.2447,0,8,24,14,3,2.0,0.14186143172299134
Online,66175.99,Mobile,Mumbai,Clothing,Mastercard,163.0,PIN,0.0877,0,9,12,15,1,2.0,1.032876967495576
ATM Withdrawal,79788.72,Laptop,London,Clothing,Mastercard,106.0,OTP,0.7037,0,11,28,23,1,0.0,0.01852590966540278
Online,3542.65,Tablet,Sydney,Clothing,Amex,98.0,Password,0.41,0,3,30,16,3,0.1,0.04701413383981647
Bank Transfer,95798.33,Laptop,Mumbai,Groceries,Discover,220.0,Password,0.3948,1,3,18,22,5,0.0,0.07760234394075038
Bank Transfer,45808.32,Laptop,Mumbai,Electronics,Visa,106.0,PIN,0.558,0,1,2,20,0,1.0,0.18729882837646453
POS,50948.13,Mobile,London,Travel,Discover,224.0,Password,0.348,0,12,25,5,0,0.4,0.10901017046268444
Bank Transfer,78759.79,Laptop,New York,Groceries,Mastercard,233.0,PIN,0.0733,1,11,5,22,6,0.75,0.4055108096651123
Bank Transfer,79856.9,Tablet,New York,Clothing,Discover,216.0,OTP,0.6348,0,6,28,22,2,0.23076923076923078,0.3982612662847873
Bank Transfer,25393.03,Laptop,Mumbai,Clothing,Discover,205.0,Biometric,0.5044,0,9,15,2,4,1.3333333333333333,0.05664318334690409
POS,15207.01,Tablet,New York,Clothing,Mastercard,179.0,OTP,0.8474,0,10,17,13,1,0.15384615384615385,3.2069967163425104
POS,96771.99,Laptop,Tokyo,Groceries,Visa,144.0,Password,0.6304,1,1,1,1,6,1.3333333333333333,0.1806157770085626
ATM Withdrawal,49742.19,Mobile,New York,Clothing,Discover,38.0,Biometric,0.2559,0,4,21,7,4,0.2857142857142857,0.005655700223821328
Online,64533.05,Laptop,London,Groceries,Discover,168.0,OTP,0.501,0,6,19,13,0,0.5,0.3265855652257537
Bank Transfer,32861.9,Laptop,Tokyo,Restaurants,Amex,235.0,OTP,0.5832,0,5,31,19,2,4.0,0.07949566306000179
Online,27791.6,Mobile,Tokyo,Clothing,Discover,94.0,Password,0.3309,0,3,27,5,0,0.2,1.1714175282636003
Online,34985.9,Mobile,Tokyo,Clothing,Amex,41.0,Password,0.6802,0,12,11,23,0,0.5,0.10694347033244495
POS,14692.69,Mobile,Sydney,Travel,Mastercard,43.0,PIN,0.2561,1,9,23,21,5,0.3333333333333333,0.49261237098589533
POS,24293.91,Tablet,Tokyo,Clothing,Amex,49.0,OTP,0.3832,1,7,30,12,6,0.0,0.058610480324240426
Online,2574.2,Tablet,New York,Travel,Amex,201.0,Biometric,0.9979,0,7,13,19,3,0.75,0.2699259193145305
Online,38266.07,Laptop,Tokyo,Clothing,Mastercard,38.0,Password,0.4261,0,3,14,13,1,0.07142857142857142,0.9401238816242258
ATM Withdrawal,84359.29,Tablet,London,Clothing,Discover,212.0,Biometric,0.8398,1,1,28,1,5,1.0,0.696379273731153
POS,49331.43,Laptop,Tokyo,Travel,Mastercard,112.0,OTP,0.6917,0,8,11,11,5,1.0,0.5770745041001079
Bank Transfer,93043.72,Mobile,London,Electronics,Visa,77.0,PIN,0.5356,0,3,1,3,2,0.0,0.5988409808415863
Online,89086.05,Laptop,Sydney,Restaurants,Mastercard,40.0,Biometric,0.972,0,9,8,21,4,0.14285714285714285,1.0927260812581914
Bank Transfer,39851.47,Laptop,Sydney,Electronics,Amex,218.0,OTP,0.2821,1,9,23,16,5,0.3,0.05431009957325747
Online,18888.62,Mobile,New York,Restaurants,Visa,21.0,OTP,0.9149,0,11,23,17,3,0.36363636363636365,0.6258425982666549
POS,20446.46,Laptop,unknown,Restaurants,Visa,49.0,PIN,0.3642,0,1,9,14,0,0.5714285714285714,0.05009988267748993
POS,72781.84,Laptop,New York,Groceries,Amex,63.0,Password,0.6217,0,8,18,19,4,3.0,2.184095543256627
Online,41852.44,Mobile,Mumbai,Groceries,Mastercard,112.0,OTP,0.7047,1,8,6,8,6,0.08333333333333333,0.05548660668114593
POS,65105.83,Mobile,New York,Groceries,Visa,125.0,OTP,0.1525,0,8,11,11,5,0.6666666666666666,0.013921113689095127
Online,55883.7,Laptop,London,Clothing,Discover,96.0,PIN,0.662,0,2,8,20,2,0.18181818181818182,0.017240800992855465
Bank Transfer,21345.93,Tablet,Mumbai,Groceries,Mastercard,113.0,PIN,0.3093,0,8,11,11,5,0.0,0.10416951469583048
Online,33616.58,Mobile,Mumbai,Electronics,Mastercard,223.0,OTP,0.5701,0,3,7,15,1,0.2857142857142857,0.7727369997860047
POS,57646.21,Laptop,New York,Electronics,Amex,238.0,Biometric,0.365,0,12,25,12,0,0.2857142857142857,0.049903057419835944
Online,70155.39,Tablet,New York,Clothing,Visa,49.0,OTP,0.7333,0,4,5,19,2,0.3076923076923077,0.012911186685526831
Bank Transfer,42159.91,Tablet,London,Restaurants,Mastercard,117.0,Biometric,0.6762,0,7,11,21,1,0.2727272727272727,0.27414157584713583
ATM Withdrawal,88363.87,Laptop,London,Travel,Mastercard,86.0,Biometric,0.4777,0,8,15,22,1,0.2,0.1171067457012688
ATM Withdrawal,93431.84,Mobile,New York,Travel,Visa,157.0,Password,0.9289,0,3,1,14,2,0.6,0.1937699288692666
ATM Withdrawal,35493.75,Tablet,Tokyo,Clothing,Visa,224.0,PIN,0.3848,0,6,6,19,1,0.21428571428571427,0.02047397630118494
POS,66310.78,Mobile,London,Travel,Amex,3.0,OTP,0.3492,0,7,24,1,0,0.2857142857142857,1.3244243792325057
ATM Withdrawal,26634.61,Tablet,Sydney,Clothing,Mastercard,87.0,Password,0.5311,0,10,23,16,0,1.0,0.03787234042553191
Online,62546.84,Mobile,London,Restaurants,Discover,133.0,Biometric,0.8186,0,2,23,1,3,0.3333333333333333,0.004092477781510552
ATM Withdrawal,95871.37,Laptop,Tokyo,Restaurants,Discover,8.0,OTP,0.7804,1,3,4,16,5,0.3333333333333333,0.1404699738903394
Online,64016.71,Mobile,Sydney,Clothing,Discover,173.0,PIN,0.5737,0,12,14,9,3,2.0,0.06762385455970991
Bank Transfer,32994.44,Laptop,London,Electronics,Discover,224.0,Password,0.0472,0,7,7,22,4,0.6,0.16042218769989947
POS,93195.91,Tablet,New York,Groceries,Visa,220.0,Biometric,0.3562,1,11,12,11,6,0.0,1.0319034660555715
ATM Withdrawal,31204.7,Laptop,Tokyo,Groceries,Discover,148.0,Password,0.8219,0,11,9,18,3,0.0,0.1934918879056047
Bank Transfer,81259.33,Laptop,New York,Travel,Visa,109.0,Password,0.7867,1,5,21,20,6,0.16666666666666666,0.21089646577049764
POS,6515.29,Laptop,London,Electronics,Mastercard,139.0,Password,0.0653,0,10,2,13,0,0.15384615384615385,0.06222458424677252
Bank Transfer,52578.98,Tablet,London,Groceries,Amex,153.0,PIN,0.9907,0,2,10,10,4,0.5,0.4642385288341367
ATM Withdrawal,82579.91,Tablet,Sydney,Travel,Mastercard,126.0,Biometric,0.1481,1,8,20,1,6,0.23076923076923078,2.388671875
POS,92495.35,Mobile,London,Groceries,Discover,112.0,Password,0.3694,0,1,10,9,1,0.25,1.5034443975818923
ATM Withdrawal,99945.91,Tablet,New York,Travel,Discover,69.0,PIN,0.2628,0,2,15,15,2,0.18181818181818182,0.07449844154703894
POS,57587.67,Mobile,New York,Clothing,Discover,169.0,Password,0.1765,1,1,1,8,6,0.0,4.058471454880295
Bank Transfer,13427.11,Mobile,New York,Restaurants,Discover,238.0,Password,0.1893,1,11,11,3,5,0.09090909090909091,0.3399243466299863
Bank Transfer,17304.45,Mobile,Tokyo,Groceries,Amex,227.0,Biometric,0.1266,1,5,13,11,5,0.4444444444444444,1.3873281530185295
ATM Withdrawal,14315.35,Tablet,Sydney,Clothing,Visa,81.0,Biometric,0.3023,0,9,29,0,4,0.8,0.13446157924970173
POS,88821.97,Mobile,London,Electronics,Visa,188.0,OTP,0.0892,0,4,6,13,3,0.6666666666666666,0.627484282351539
Bank Transfer,86459.46,Mobile,Sydney,Restaurants,Amex,56.0,PIN,0.1265,0,5,2,1,1,0.5,0.39155389995438655
ATM Withdrawal,97339.72,Tablet,New York,Restaurants,Visa,122.0,OTP,0.1057,1,10,29,6,6,0.42857142857142855,0.0174659760991906
ATM Withdrawal,6818.17,Mobile,London,Travel,Amex,75.0,OTP,0.794,0,6,2,9,4,0.6,0.7005785167040183
Bank Transfer,5498.42,Mobile,Tokyo,Electronics,Mastercard,12.0,OTP,0.8864,0,5,22,22,0,0.6,1.1703064782528905
ATM Withdrawal,8895.74,Mobile,Sydney,Clothing,Discover,31.0,Biometric,0.1962,1,8,6,14,6,0.1111111111111111,0.35234223213643234
Bank Transfer,91651.14,Mobile,Tokyo,Clothing,Mastercard,78.0,Biometric,0.4023,0,3,2,12,3,0.36363636363636365,0.6401300608349066
ATM Withdrawal,1381.12,Laptop,Tokyo,Groceries,Mastercard,115.0,Password,0.5424,0,6,7,7,2,0.0,0.04607745779543197
Bank Transfer,12195.45,Laptop,Tokyo,Electronics,Visa,151.0,Biometric,0.6001,1,11,5,4,6,0.18181818181818182,0.08999154214829434
ATM Withdrawal,42739.69,Mobile,New York,Electronics,Amex,60.0,Password,0.1474,1,11,12,20,6,0.3333333333333333,0.08282896973818428
ATM Withdrawal,78891.96,Tablet,Sydney,Clothing,Mastercard,192.0,Password,0.9665,0,5,19,23,4,1.0,0.4573673489184208
ATM Withdrawal,55390.12,Tablet,Tokyo,Clothing,Discover,15.0,Biometric,0.8582,0,10,6,14,4,0.08333333333333333,0.42711677194435815
POS,66805.54,Laptop,Sydney,Travel,Amex,7.0,PIN,0.5068,0,6,6,6,1,0.3333333333333333,0.2505926176769387
Bank Transfer,82115.82,Laptop,Tokyo,Travel,Discover,119.0,PIN,0.2722,0,12,20,19,2,0.08333333333333333,0.017404327841760058
Bank Transfer,77293.78,Mobile,Sydney,Electronics,Amex,224.0,Biometric,0.7867,1,11,19,16,6,2.0,0.10887446993307107
Bank Transfer,64111.27,Mobile,Mumbai,Electronics,Discover,192.0,Biometric,0.9467,0,5,18,4,3,0.2,0.02143650873825639
POS,55072.82,Mobile,New York,Travel,Visa,154.0,OTP,0.3907,1,12,17,16,6,0.08333333333333333,0.6973180076628352
POS,62628.84,Laptop,New York,Travel,Visa,220.0,OTP,0.7452,0,9,20,5,2,0.5,0.5704087507196316
Bank Transfer,16641.68,Mobile,Sydney,Groceries,Visa,36.0,Password,0.7691,0,10,24,10,1,1.0,0.03674447501553208
Online,54279.19,Tablet,London,Groceries,Discover,130.0,OTP,0.8646,0,8,30,3,2,0.2857142857142857,0.2732859509431946
Bank Transfer,11452.73,Laptop,Sydney,Electronics,Mastercard,8.0,PIN,0.3968,0,4,3,3,0,0.0,0.12145042839657282
Bank Transfer,91219.91,Laptop,Mumbai,Travel,Visa,149.0,Biometric,0.8361,0,2,2,19,3,0.5,0.6524406798067004
ATM Withdrawal,42246.24,Laptop,London,Clothing,Discover,115.0,Biometric,0.4282,0,1,11,5,2,0.09090909090909091,0.6621258824699215
Bank Transfer,64110.2,Mobile,London,Groceries,Mastercard,189.0,PIN,0.7048,0,1,19,13,3,0.0,0.36667716039666304
Online,82691.72,Tablet,Sydney,Electronics,Visa,80.0,PIN,0.3416,0,5,29,1,0,0.0,0.26729504345783417
Online,18483.32,Mobile,Sydney,Clothing,Amex,13.0,OTP,0.9917,0,12,6,7,2,0.0,0.013138818412468285
POS,76300.21,Tablet,New York,Groceries,Mastercard,164.0,OTP,0.7861,0,10,12,19,3,3.0,0.7175968697353404
POS,47468.42,Laptop,London,Clothing,Discover,177.0,OTP,0.5893,0,1,9,17,0,0.8,0.35522362060706353
POS,29923.63,Laptop,London,Groceries,Discover,123.0,Biometric,0.1717,1,11,18,14,5,0.5,0.542727084626526
ATM Withdrawal,33646.48,Tablet,Sydney,Restaurants,Mastercard,72.0,OTP,0.6476,0,9,21,9,3,0.6,0.014246416031131887
ATM Withdrawal,42860.48,Mobile,Mumbai,Groceries,Mastercard,177.0,Biometric,0.6323,0,7,27,14,3,0.375,0.17474930133157981
Bank Transfer,23886.03,Laptop,London,Groceries,Visa,183.0,PIN,0.8547,0,3,24,5,4,0.75,0.12819821338277432
Bank Transfer,66119.53,Mobile,Mumbai,Restaurants,Amex,18.0,Password,0.2141,0,8,31,3,3,0.14285714285714285,0.9194370646944784
POS,24604.13,Tablet,Tokyo,Restaurants,Discover,126.0,Biometric,0.0757,1,5,20,4,5,0.2857142857142857,0.7890756302521008
ATM Withdrawal,25546.98,Tablet,Mumbai,Restaurants,Mastercard,152.0,Biometric,0.4098,1,6,10,18,5,0.0,0.017526839994826026
POS,78718.77,Mobile,New York,Clothing,Visa,162.0,Biometric,0.5854,0,1,16,3,0,0.21428571428571427,0.016796160877513712
ATM Withdrawal,43220.01,Tablet,Tokyo,Clothing,Mastercard,171.0,Password,0.1382,0,7,18,13,1,0.2857142857142857,0.15354804495482083
ATM Withdrawal,57940.09,Laptop,Tokyo,Electronics,Visa,102.0,OTP,0.5082,0,5,5,7,4,1.3333333333333333,5.323848635963626
POS,3607.24,Tablet,Mumbai,Travel,Mastercard,82.0,Password,0.1194,0,9,21,8,3,0.5,0.15410996791680495
Online,52346.72,Mobile,London,Restaurants,Discover,102.0,PIN,0.2454,1,8,12,16,5,0.0,0.03663071344434949
POS,45847.14,Tablet,Mumbai,Electronics,Mastercard,85.0,PIN,0.5501,1,2,18,9,5,0.0,0.018800464092060713
POS,33036.06,Tablet,Sydney,Clothing,Visa,143.0,PIN,0.7222,0,8,24,12,3,0.6666666666666666,0.2155481047905893
ATM Withdrawal,24375.23,Laptop,London,Electronics,Discover,51.0,OTP,0.1297,0,10,9,9,0,0.14285714285714285,0.43881199009991756
POS,18086.84,Tablet,Tokyo,Travel,Discover,10.0,Biometric,0.4505,0,5,9,19,1,1.0,0.3015151515151515
ATM Withdrawal,23497.7,Laptop,Tokyo,Travel,Discover,163.0,PIN,0.9343,1,8,12,8,5,0.5,0.004031308851224106
POS,55673.8,Laptop,Tokyo,Travel,Discover,207.0,Biometric,0.86,1,6,18,0,6,0.25,0.0148281438626062
POS,59819.17,Laptop,Tokyo,Groceries,Amex,94.0,Biometric,0.4243,0,1,26,17,3,0.2,0.08190079621866471
POS,95274.69,Laptop,Tokyo,Restaurants,Mastercard,90.0,Biometric,0.3002,0,11,2,6,3,0.3333333333333333,0.02258817008106797
POS,34473.94,Laptop,Sydney,Groceries,Discover,30.0,Password,0.1029,1,1,1,15,6,0.0,0.7375721372886503
Bank Transfer,9568.56,Mobile,Mumbai,Restaurants,Mastercard,41.0,OTP,0.1294,1,3,5,9,6,0.2727272727272727,0.8902775716194151
Bank Transfer,24724.23,Laptop,London,Travel,Discover,176.0,Password,0.1357,0,5,3,13,2,0.16666666666666666,0.7604809421388526
ATM Withdrawal,83995.93,Mobile,London,Restaurants,Amex,17.0,Password,0.8167,0,2,27,17,0,0.0,0.4452452355615749
Online,71156.2,Laptop,Tokyo,Clothing,Discover,30.0,Password,0.9899,1,1,15,7,6,0.0,0.08428694475206103
Online,16957.69,Laptop,Tokyo,Travel,Mastercard,14.0,OTP,0.1238,0,4,17,0,0,0.0,0.6667012125608871
Online,24562.98,Tablet,London,Restaurants,Discover,184.0,OTP,0.935,0,9,29,5,4,2.0,0.05571686023227874
ATM Withdrawal,18182.25,Mobile,London,Restaurants,Discover,101.0,Biometric,0.2597,1,7,8,4,5,1.0,0.24541573240777714
Bank Transfer,95262.25,Mobile,Tokyo,Clothing,Discover,11.0,Biometric,0.4796,1,9,30,7,5,0.0,0.11100051930067507
ATM Withdrawal,55286.14,Mobile,New York,Groceries,Amex,50.0,Biometric,0.1114,0,12,4,8,0,1.3333333333333333,0.07096672449140515
POS,19640.08,Tablet,New York,Restaurants,Mastercard,102.0,Biometric,0.4956,0,8,8,5,1,0.14285714285714285,0.021031902323749508
ATM Withdrawal,47208.45,Laptop,Mumbai,Clothing,Amex,187.0,OTP,0.2454,0,12,8,8,4,0.3333333333333333,0.08947970268724986
Online,46830.35,Laptop,Tokyo,Electronics,Mastercard,223.0,Biometric,0.6157,0,3,28,2,1,1.0,0.015866116061725714
Bank Transfer,80224.07,Laptop,Tokyo,Travel,Amex,220.0,Biometric,0.0324,0,9,6,5,2,0.6,0.13930348258706468
ATM Withdrawal,18411.61,Laptop,London,Groceries,Visa,112.0,OTP,0.9163,0,1,31,1,1,0.5714285714285714,0.13320255647661836
Online,22101.97,Mobile,Sydney,Restaurants,Mastercard,200.0,Biometric,0.6393,0,8,31,20,3,0.1,0.531800853055524
ATM Withdrawal,24537.26,Laptop,London,Groceries,Discover,120.0,Biometric,0.348,0,5,26,14,4,0.0,0.8096623468218285
Bank Transfer,1595.22,Mobile,London,Groceries,Mastercard,109.0,Biometric,0.2038,0,3,7,2,1,0.5,0.2352908556535241
POS,63840.79,Tablet,Tokyo,Electronics,Amex,214.0,Biometric,0.8514,1,6,4,22,6,0.75,0.3016386943306462
Bank Transfer,61388.68,Laptop,Sydney,Groceries,Visa,195.0,Biometric,0.828,1,8,12,4,5,0.5,1.4587596575485486
POS,30574.97,Mobile,New York,Travel,Discover,197.0,PIN,0.5395,1,12,17,4,6,2.0,1.7312201476335214
POS,89902.82,Tablet,Tokyo,Restaurants,Amex,9.0,PIN,0.7899,0,11,17,10,4,0.3076923076923077,0.04016544575671501
Online,85803.3,Tablet,London,Travel,Discover,15.0,Password,0.2179,0,8,11,11,5,0.16666666666666666,0.2127808988764045
POS,60850.89,Tablet,London,Clothing,Visa,204.0,PIN,0.0323,0,9,25,17,0,3.0,0.2251040489512417
ATM Withdrawal,35955.14,Mobile,Tokyo,Electronics,Visa,167.0,PIN,0.5471,0,9,7,16,3,0.125,0.49546608632571637
Bank Transfer,79517.1,Tablet,London,Clothing,Mastercard,109.0,PIN,0.0068,1,4,15,9,5,0.14285714285714285,0.0669826224328594
Online,71029.9,Mobile,New York,Restaurants,Visa,176.0,PIN,0.5283,0,11,24,20,4,0.3333333333333333,0.26923730253100053
Online,35806.28,Tablet,Sydney,Restaurants,Amex,221.0,Biometric,0.2583,0,8,30,20,2,0.4,0.038055764883195176
POS,11432.04,Tablet,Mumbai,Clothing,Discover,231.0,Biometric,0.8199,1,10,28,7,5,0.36363636363636365,0.6170407695831426
POS,98697.74,Mobile,Sydney,Groceries,Discover,118.0,Password,0.9742,0,8,28,8,0,1.0,0.021335933248684925
POS,82719.91,Laptop,London,Travel,Discover,7.0,Biometric,0.6395,1,8,20,5,6,0.25,0.22773642128480837
Online,10323.68,Tablet,New York,Groceries,Visa,11.0,OTP,0.3958,0,6,29,11,3,2.0,0.02665914146276684
ATM Withdrawal,97438.45,Laptop,Mumbai,Clothing,Amex,69.0,Biometric,0.0321,0,10,31,21,1,0.0,0.07792089572618452
Bank Transfer,34465.06,Mobile,Mumbai,Travel,Amex,106.0,PIN,0.2587,0,8,11,11,5,0.0,0.04823923754139407
Online,70541.19,Laptop,Sydney,Travel,Amex,179.0,Biometric,0.5758,0,11,10,12,4,0.1,1.539268788083954
Bank Transfer,24850.51,Mobile,Tokyo,Restaurants,Amex,209.0,Biometric,0.2882,0,8,9,9,2,0.14285714285714285,0.24248991632051048
Bank Transfer,31890.74,Laptop,London,Electronics,Visa,94.0,Password,0.2693,0,8,18,5,4,0.5,0.2539758459882817
Online,68868.43,Mobile,London,Travel,Amex,93.0,Password,0.9051,1,1,15,15,6,0.3076923076923077,0.223050173869846
Online,42126.45,Mobile,Mumbai,Clothing,Mastercard,68.0,PIN,0.9718,1,10,14,16,5,0.14285714285714285,0.04241323786357875
ATM Withdrawal,7668.38,Tablet,Tokyo,Electronics,Mastercard,163.0,PIN,0.5496,0,10,26,20,3,0.23076923076923078,0.5713572854291418
Bank Transfer,77052.38,Laptop,Tokyo,Electronics,Discover,17.0,OTP,0.3095,0,9,18,23,0,1.5,0.04802645270192152
POS,25970.93,Mobile,New York,Groceries,Discover,2.0,Password,0.2575,0,2,27,19,0,0.09090909090909091,2.1897743675453927
ATM Withdrawal,28647.45,Laptop,Tokyo,Electronics,Visa,212.0,Password,0.3316,1,5,28,20,6,0.16666666666666666,0.11682273590465589
ATM Withdrawal,23449.4,Mobile,Tokyo,Groceries,Visa,60.0,Biometric,0.1284,0,10,23,0,0,0.0,0.20825117548915514
Online,70844.21,Laptop,Sydney,Groceries,Visa,80.0,Biometric,0.7674,1,3,4,4,5,0.2857142857142857,0.13420388456051793
ATM Withdrawal,2401.57,Tablet,Sydney,Restaurants,Discover,141.0,Password,0.4512,1,3,25,12,5,0.1,0.19988172678888233
ATM Withdrawal,50659.97,Tablet,Mumbai,Restaurants,Discover,230.0,Biometric,0.0043,0,4,13,8,3,0.07142857142857142,0.6990795298913909
Online,53953.29,Laptop,New York,Groceries,Mastercard,70.0,Biometric,0.3459,0,4,4,4,1,0.36363636363636365,0.32339662878014475
POS,68596.93,Mobile,Mumbai,Electronics,Amex,3.0,Biometric,0.1842,1,11,25,2,5,0.2222222222222222,0.22510382002695192
Bank Transfer,97259.28,Laptop,New York,Travel,Visa,181.0,Biometric,0.1141,0,4,28,14,4,0.5714285714285714,0.23317570025463805
POS,82835.58,Tablet,Mumbai,Clothing,Discover,177.0,OTP,0.9029,1,11,12,21,6,0.2857142857142857,0.14860221771044824
